00rqt1wvtv	4	2	0	0	1	0	0	0	0	0	0	0	1	3	3	3
00tbplofr0	7	0	0	0	1	0	0	0	0	0	0	0	1	5	4	5
00tbqkpjv3	13	4	0	0	1	0	0	0	0	0	0	0	1	10	6	11
00tejomy6g	31	10	2	0	1	0	0	0	0	0	0	0	1	13	7	12
00ulrlr54e	8	1	0	0	0	1	0	0	0	0	0	0	1	7	5	6
00uv568mrt	26	11	3	6	1	1	1	2	1	1	0	2	2	14	7	12
00w1sk5afg	297	66	4	0	2	0	0	0	0	0	0	0	1	11	6	12
00wq1e63qk	60	13	4	0	1	1	0	0	0	0	6	0	2	16	6	15
00x63wf6vm	47	16	1	0	0	1	0	0	0	0	3	0	2	10	5	10
00x958890r	68	21	1	0	0	1	0	0	0	0	3	0	1	19	7	15
00xdcrs8it	36	16	0	0	1	3	0	1	0	0	2	1	1	18	6	18
00xo1ey9zt	429	201	37	0	1	0	0	0	0	0	21	0	1	17	7	16
00zj3a71v5	18	6	0	0	1	0	0	0	0	0	0	0	1	7	6	6
010u6fbygi	132	67	5	0	4	0	0	0	0	0	0	0	2	16	1	1
011kiax8wa	45	18	9	0	1	2	0	0	0	0	0	0	3	17	6	14
0140xwp3c5	19	15	1	0	1	0	0	0	1	0	0	0	1	10	7	10
0147c5yiqb	37	15	5	0	1	0	0	0	0	0	5	0	1	12	6	12
016bpnih6o	47	19	2	0	0	1	0	0	0	0	0	0	1	14	6	11
01afbyrf0z	14	9	2	4	2	0	1	0	1	1	0	0	1	10	6	12
01b8soy18l	6	1	0	0	0	1	0	0	0	0	0	0	1	4	3	3
01bb97gli6	79	15	2	0	0	0	0	0	0	0	0	0	2	13	6	15
01bfvwhtir	5	1	0	0	1	0	0	0	0	0	0	0	1	5	4	4
01cgrubm5c	51	13	2	0	1	0	0	0	0	0	0	0	1	12	6	13
01cswmjusl	78	27	9	0	2	0	0	2	0	0	2	2	2	35	7	29
01e7zbl6ya	589	117	10	0	1	1	0	1	0	0	64	1	1	26	7	18
01f4cgea1w	4	3	3	0	0	0	0	0	0	0	0	0	1	2	1	1
01fdkd91qr	504	145	20	0	0	1	0	0	0	0	51	0	2	15	7	12
01irbh4g4t	4	1	1	0	1	0	0	0	0	0	0	0	1	3	3	3
01ja52dboy	9	3	1	0	0	0	0	0	0	0	0	0	2	8	6	6
01nr98uyu0	8	2	2	0	0	0	0	0	0	0	0	0	2	5	4	5
01pyvlpkb8	49	26	1	0	2	0	0	2	0	0	0	2	1	24	7	17
01r3ea5761	15	7	4	6	2	0	1	2	1	1	0	2	1	8	6	9
01tldi67mi	138	47	7	0	1	3	0	0	0	0	0	0	1	29	6	22
01wjp21p1u	89	26	2	0	5	0	0	0	0	0	0	0	1	14	6	14
01y9rbayq5	55	23	0	0	0	0	0	0	0	0	0	0	1	9	6	9
02262mks5q	2	1	1	0	1	0	0	0	0	0	0	0	1	2	2	2
0231nse82k	44	16	1	0	1	0	0	0	0	0	3	0	1	11	6	10
0250jr1k1e	20	11	0	0	0	2	0	0	0	0	3	0	1	10	5	9
027u2uj0bd	5	2	0	0	0	1	0	0	0	0	0	0	1	5	4	4
027xleiy30	158	55	10	0	0	1	0	0	0	0	2	0	1	15	6	15
029u0jemt9	63	20	3	0	0	0	0	0	0	0	3	0	1	12	6	11
02abzi0g1w	5	1	0	0	0	0	0	0	0	0	0	0	1	5	5	5
02bv7q9w9j	3	2	1	0	1	0	0	0	0	0	0	0	2	3	3	3
02drdo9jfy	31	8	0	0	2	0	0	0	0	0	3	0	1	9	5	9
02dsmb103a	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
02gaeonbm4	145	56	5	0	1	0	0	0	0	0	0	0	1	10	6	10
02iqon7o8f	54	16	0	0	1	0	0	0	0	0	0	0	1	9	6	10
02kbwgujtu	11	6	1	0	1	1	0	0	0	0	0	0	2	8	4	8
02o77ea79f	53	12	2	0	0	0	0	0	0	0	8	0	1	12	7	12
02sf75cs4r	10	4	1	0	1	0	0	0	0	0	0	0	2	4	3	4
02ssntjgb6	64	13	0	0	1	0	0	0	0	0	0	0	1	11	6	12
02whc8h8x1	294	75	10	0	1	0	0	0	0	0	41	0	1	11	6	11
02x01102al	3	0	0	0	0	1	0	0	0	0	0	0	1	3	2	3
02x9extemm	17	7	4	0	1	1	0	0	1	0	0	0	1	11	6	7
02xojvl4qk	431	152	23	0	0	2	0	4	0	0	20	4	2	20	6	20
02z6prxd2i	48	13	1	0	0	0	0	0	0	0	8	0	1	16	7	15
02zyh41kt4	72	20	4	0	1	0	0	0	0	0	6	0	2	10	5	10
0306rsc7ds	3	1	0	0	1	0	0	0	0	0	0	0	1	2	2	2
031e349h6z	54	32	6	0	1	0	0	0	0	0	2	0	2	32	8	20
035c7krcap	23	15	4	0	1	1	0	1	1	0	0	1	1	19	8	11
036ad4tv0m	95	32	6	0	2	0	0	0	0	0	0	0	1	15	6	14
036hyrsasj	63	21	7	12	1	0	1	7	1	3	1	7	1	21	7	20
036sq068jl	32	11	3	7	1	0	1	3	1	1	0	3	1	15	7	16
036xx9awcx	18	6	1	0	1	0	0	0	0	0	2	0	1	10	6	11
03810v32rv	63	19	1	0	1	0	0	0	0	0	1	0	2	27	8	18
0398dcf9oh	21	9	0	0	2	0	0	0	0	0	0	0	1	11	5	9
0398f4qa32	226	78	6	0	0	1	0	0	0	0	22	0	1	16	7	16
039w0pz4r2	14	6	0	0	1	0	0	0	0	0	0	0	1	7	4	6
03aq8kaafy	37	20	3	0	3	0	0	1	1	0	0	1	1	21	8	15
03dij1suyc	139	38	6	0	1	0	0	1	0	0	5	1	3	29	7	29
03eax3mt3u	19	11	2	0	1	0	0	0	0	0	0	0	1	12	5	9
03g5n23ryh	19	3	0	0	1	0	0	0	0	0	0	0	1	9	5	10
03hu5ttchk	127	45	3	1	1	0	1	0	1	0	15	0	1	18	8	15
03ldp7l1gu	7	1	0	0	0	0	0	0	0	0	0	0	1	6	6	6
03mdg8s9bj	275	63	5	0	3	0	0	0	0	0	33	0	1	29	8	20
03oo3ctqn5	203	34	7	0	1	0	0	0	0	0	0	0	2	13	6	14
03oqvvibx5	9	4	0	0	2	0	0	0	0	0	0	0	1	7	5	7
03p0hryja2	4	1	0	0	1	0	0	0	0	0	0	0	1	3	3	3
03r6kq5rdg	52	20	1	0	4	0	0	0	0	0	0	0	2	16	6	16
03sfk7sa0k	34	12	0	0	1	0	0	0	0	0	0	0	1	9	6	10
03vvfnl5ns	10	3	0	0	0	0	0	0	0	0	0	0	2	7	5	5
03xi66dfq6	4	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3
03zs9kvn6m	2	0	0	0	1	0	0	0	0	0	0	0	1	2	2	2
0409otqfp6	34	15	4	0	1	0	0	0	0	0	6	0	1	19	7	15
040pfi49e0	63	28	1	0	2	1	0	0	0	0	4	0	1	12	6	10
040tjo2lau	213	58	5	0	2	0	0	0	0	0	0	0	1	13	6	14
0416u0vlna	4	1	0	0	0	0	0	2	0	0	0	2	1	3	3	3
041n18gq8m	49	17	3	0	1	0	0	0	0	0	0	0	1	7	6	8
041so7bnju	84	33	4	0	3	0	0	2	1	0	4	2	1	26	9	19
042c055dtb	125	23	4	0	0	0	0	0	0	0	21	0	1	13	7	11
043dcawu73	7	3	1	0	2	0	0	0	1	0	0	0	1	6	4	5
044qxsx77w	17	11	6	3	0	0	1	1	1	0	0	1	1	10	6	10
044y2ghbjc	46	15	3	8	1	1	1	3	1	2	1	3	1	23	8	21
047ro1zryu	81	30	6	0	3	0	0	0	0	0	2	0	2	25	7	20
04972nordn	16	6	2	0	0	0	0	0	0	0	0	0	2	12	6	11
04f0t14ghy	4	2	2	0	0	0	1	0	1	0	0	0	1	4	4	4
04flq1yqhg	544	183	5	0	1	0	0	0	0	0	38	0	1	15	6	11
04fxrplg26	11	4	2	0	1	0	0	0	0	0	0	0	1	7	4	7
04hi2vb67y	100	49	2	0	2	0	0	0	0	0	14	0	1	24	7	19
04jm1omp4u	17	6	0	0	1	0	0	0	0	0	2	0	1	8	5	8
04jwi6g0fz	55	20	5	0	1	0	0	0	0	0	0	0	2	9	5	7
04jz4walts	97	63	2	0	3	0	0	1	0	0	0	1	1	26	6	19
04jzp3l24l	5	2	0	0	1	1	0	0	0	0	0	0	1	5	3	5
04llb88jex	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
04nn92rlvr	41	13	3	0	0	0	0	0	0	0	7	0	1	13	8	14
04p7bmt27l	56	25	3	0	2	2	0	0	0	0	2	0	3	24	6	18
04qh21f788	59	21	3	0	3	4	0	0	0	0	5	0	1	16	6	15
04r55t6jpi	243	119	17	0	1	0	0	0	0	0	18	0	3	16	6	14
04r8ipkaz8	37	12	0	0	0	0	0	0	0	0	3	0	1	14	6	12
04rvma2ok1	186	69	8	0	0	0	0	0	0	0	0	0	3	18	7	12
04vd3o58kq	12	3	0	0	1	0	0	0	0	0	0	0	1	9	5	8
04ytt9eu3h	6	1	1	0	0	2	0	0	0	0	0	0	1	4	4	4
04z8mwkyuh	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
050ghybcwl	191	54	5	0	1	1	0	2	0	0	18	2	1	18	7	16
050wya7i1l	22	6	1	0	1	0	0	0	0	0	3	0	1	9	5	9
052bweywnt	12	3	0	0	0	1	0	0	0	0	0	0	1	8	4	9
053sog8eg0	115	29	1	0	0	2	0	2	0	0	11	2	1	16	6	15
05453amnvp	156	54	1	0	3	0	0	0	0	0	19	0	1	14	6	12
056hez9sz5	101	34	6	0	1	0	0	0	0	0	9	0	1	17	6	14
056hxmotqm	728	241	28	0	1	0	0	0	0	0	0	0	1	18	6	13
057v6usgr6	17	6	2	0	1	0	0	0	0	0	2	0	1	9	6	10
05akfmlohv	112	49	0	0	2	0	0	0	0	0	0	0	1	10	5	10
05bozsolp3	36	9	3	6	1	0	1	3	1	1	1	3	1	14	8	17
05bpzctn9b	32	17	2	0	1	0	0	0	0	0	0	0	1	6	4	7
05e37e32f9	9	3	0	0	1	1	0	0	0	0	0	0	1	8	5	8
05ga5wv04x	146	53	1	0	1	0	0	0	0	0	21	0	1	9	5	9
05hxy2fubj	218	63	4	0	0	0	0	0	0	0	15	0	1	31	7	19
05iov617lv	10	6	4	0	2	0	0	0	0	0	0	0	1	6	3	7
05jdp0v1tu	51	33	10	0	2	0	0	0	0	0	0	0	2	10	7	11
05lpxen06m	26	9	2	5	2	0	1	0	1	1	0	0	1	14	7	14
05mqeh5qbc	20	10	2	0	1	0	0	0	0	0	0	0	1	8	5	7
05s59rpmaw	40	19	6	0	1	0	0	0	0	0	3	0	1	9	5	9
05sp02huoi	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2
05w6ivl5hq	78	18	6	5	1	0	1	4	1	0	6	4	1	22	9	23
05wk4lnhik	116	21	3	0	1	1	0	0	0	0	16	0	2	14	6	15
05x3h0zvy2	68	18	1	0	1	0	0	0	0	0	0	0	1	12	6	11
05xbv942wf	92	25	2	0	1	0	0	0	0	0	0	0	1	9	6	10
05yf8ydftf	78	23	4	0	2	0	0	0	0	0	8	0	1	22	7	20
05ywwvktu1	22	3	1	0	0	0	0	0	0	0	5	0	2	7	6	8
061kte59vh	44	17	4	0	1	0	0	0	0	0	5	0	1	11	5	11
061vzi1pcc	26	12	1	0	1	0	0	0	0	0	2	0	1	9	5	9
062dwm81a5	141	42	0	0	5	0	0	0	0	0	0	0	1	15	6	15
0651o3x9qk	5	1	0	0	1	0	0	0	0	0	0	0	1	4	2	4
0673qpuuui	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1
067ohk28dd	61	30	4	0	1	0	0	0	0	0	0	0	2	14	6	17
067oo3g85y	16	1	0	0	0	0	0	0	0	0	1	0	1	10	7	10
067rqfyufq	227	19	0	0	1	0	0	0	0	0	5	0	1	11	6	10
068cmoc3dj	29	16	0	0	1	0	0	0	0	0	1	0	1	9	6	10
06afu3xc0i	5	2	0	0	1	0	0	0	0	0	0	0	1	5	3	5
06aupfnyv6	25	7	1	0	0	2	0	0	0	0	5	0	1	13	7	13
06bpf9ztfp	253	82	12	0	1	0	0	0	0	0	30	0	2	25	7	19
06cis8t2xt	3	0	0	0	1	0	0	0	0	0	0	0	1	3	3	3
06e1td6gis	135	40	2	0	1	0	0	0	0	0	16	0	1	14	6	11
06ezzdqmg1	572	188	18	0	5	0	0	0	0	0	11	0	4	34	6	28
06f701079s	10	5	3	0	2	0	0	0	0	0	0	0	2	7	6	6
06gmufamtl	289	113	11	0	5	2	0	0	0	0	24	0	2	14	6	11
06gnhfulmj	22	11	1	0	1	0	0	0	0	0	2	0	1	11	5	11
06hnbicdv1	52	16	0	0	0	0	0	0	0	0	0	0	1	10	6	10
06hqfhsqpr	24	5	1	0	1	0	0	0	0	0	4	0	1	10	5	10
06hy13svhc	51	15	2	0	0	0	0	0	0	0	4	0	1	13	6	12
06ipkcq8x5	37	17	4	4	1	0	1	0	1	0	0	0	1	21	8	16
06j9y6adjl	31	9	1	0	2	0	0	0	0	0	3	0	2	12	6	11
06jnglehkr	15	5	1	0	0	1	0	0	0	0	1	0	1	11	6	12
06kukktiwg	725	192	14	0	30	0	1	0	2	0	0	0	1	28	8	21
06kvoj3r8b	81	32	8	0	0	0	0	1	0	0	6	1	1	19	7	19
06ldp24ooc	23	6	0	0	0	3	0	3	0	0	0	3	1	8	4	6
06le3iazi6	215	67	9	0	5	0	0	0	0	0	0	0	1	14	7	16
06lfv1gtgx	37	21	3	0	2	0	0	0	0	0	1	0	1	20	6	16
06nfwso767	53	15	2	0	1	0	0	0	0	0	5	0	1	14	6	14
06nm85s831	9	2	2	0	1	0	0	0	0	0	1	0	1	8	5	8
06nowncpvj	150	51	7	0	3	2	0	0	0	0	0	0	2	18	7	19
06o41fo860	15	8	0	0	0	1	0	2	0	0	0	2	1	10	4	8
06om1i4mwm	27	16	4	7	1	0	1	0	1	1	0	0	2	15	7	15
06prvtmlvv	235	72	5	0	1	0	0	0	0	0	16	0	1	21	7	21
06qg8c646x	54	15	3	0	1	2	0	0	0	0	2	0	1	11	6	10
06rcirt6e4	4	1	1	0	0	0	0	0	0	0	0	0	1	4	4	4
06rq9ciezj	5	1	1	0	0	0	0	0	0	0	0	0	1	5	5	5
06tb976oj8	40	14	1	0	0	0	0	0	0	0	0	0	2	10	5	8
06tvxmskvt	36	10	2	0	1	0	0	0	0	0	1	0	1	15	6	15
06tynyn7vv	80	27	1	0	0	1	0	0	0	0	0	0	1	15	6	15
06u836naac	53	8	1	0	1	0	0	0	0	0	0	0	1	9	6	10
06uidpql3e	59	19	3	0	1	0	0	0	0	0	12	0	1	11	6	13
06vciauyqo	93	41	6	0	1	5	0	4	0	0	0	4	2	26	6	17
06x2kw3j53	11	4	1	5	2	0	1	0	1	1	0	0	1	6	6	8
06xsfkgpys	231	76	6	0	0	0	0	0	0	0	18	0	2	16	7	15
06xxqzv6d8	84	37	7	4	2	0	1	0	1	1	6	0	2	28	8	22
06yv0ng991	17	8	1	0	2	0	0	0	0	0	0	0	1	8	5	8
0734uen5ss	77	33	6	0	1	0	0	0	0	0	0	0	1	15	5	14
073d4gr301	30	9	1	0	0	1	0	0	0	0	1	0	1	11	6	10
073ff3y0g2	27	12	1	0	0	1	0	0	0	0	10	0	1	11	6	12
073nvmph53	39	12	4	0	1	0	0	0	0	0	5	0	1	10	5	9
07564v8y9q	4	1	0	0	0	0	0	0	0	0	0	0	1	4	4	4
076lhdlnok	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1
077mqtbdop	34	13	2	0	0	0	0	0	0	0	6	0	1	13	6	13
078ouu92vh	5	3	2	0	1	1	0	0	0	0	0	0	1	5	4	5
07a32u1i0i	3	2	2	0	0	0	0	0	0	0	0	0	1	2	2	2
07cwjzhc94	15	3	0	0	0	0	0	0	0	0	0	0	2	8	5	8
07datfjexj	2	1	0	0	0	0	0	0	0	0	0	0	2	2	2	2
07eoirs0mo	50	31	6	0	1	0	0	0	0	0	3	0	2	15	6	14
07jlg540mk	5	3	1	0	1	0	0	0	0	0	0	0	2	4	3	4
07l466ll1i	106	22	0	0	0	0	0	0	0	0	12	0	1	13	7	12
07lh5akrr3	55	17	3	0	1	0	0	0	0	0	7	0	1	10	5	9
07pxadvogw	5	1	1	0	0	0	0	0	0	0	0	0	1	5	5	5
07q385x1rv	174	36	2	0	1	0	0	0	0	0	8	0	1	18	7	16
07qxl7gj52	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
07qyjh88mc	5	0	0	0	0	1	0	0	0	0	0	0	1	5	4	4
07vpil1c58	84	35	11	0	1	1	0	0	0	0	8	0	1	17	6	19
07wlwbbhzt	15	9	1	5	2	0	1	2	1	0	0	2	1	8	6	9
07xlwnd0x7	168	71	10	0	5	0	0	0	0	0	3	0	2	18	7	14
07zl42911y	2	1	0	0	1	0	0	0	0	0	0	0	1	2	2	2
080cqgtdeu	7	3	1	0	0	2	0	0	0	0	0	0	2	5	5	6
0813td6mgu	608	141	7	0	1	0	0	0	0	0	7	0	1	18	6	14
08153kxwos	84	32	2	0	1	0	0	0	0	0	1	0	1	17	6	16
08627gbtb1	31	13	3	0	0	0	0	0	0	0	5	0	1	10	7	10
0865nkog1z	16	5	2	0	1	0	0	0	0	0	3	0	1	7	5	8
086f8xauyz	3	2	0	0	1	0	0	0	0	0	0	0	1	2	2	2
087rbm8qnx	460	106	10	0	1	0	0	0	0	0	0	0	2	15	6	13
0887l15t66	29	19	5	0	2	2	0	1	0	0	1	1	1	15	6	15
08akxze2jd	56	21	1	0	1	1	0	0	0	0	6	0	2	16	6	14
08bu2n9s9s	38	19	3	0	3	1	0	1	0	0	1	1	1	25	7	18
08bup6ehre	6	3	0	0	1	1	0	0	0	0	0	0	1	6	4	6
08dxiql63f	101	34	7	0	1	0	0	0	0	0	13	0	1	15	7	13
08e5w26wb7	59	10	0	0	1	0	0	0	0	0	0	0	1	11	6	12
08hwh7vjbo	293	93	8	0	1	0	0	0	0	0	0	0	2	18	7	17
08ia8f5fy5	44	17	2	0	1	1	0	0	0	0	3	0	1	14	6	13
08ijo649ld	77	26	6	3	1	1	1	0	1	1	4	0	1	19	8	17
08jpob24gu	220	85	17	0	2	0	0	4	0	0	21	4	1	29	7	22
08ksvfswvc	81	21	0	0	2	0	0	0	0	0	0	0	2	16	7	15
08nuf418zy	45	19	3	0	1	0	0	0	0	0	0	0	1	10	6	9
08o08tbete	3	1	0	0	1	0	0	0	0	0	0	0	1	3	3	3
08o6jhk19a	26	14	5	0	1	0	0	0	0	0	1	0	1	18	7	17
08o749zvus	25	11	1	0	1	0	0	0	0	0	0	0	2	13	6	14
08ob3j4mzz	7	2	0	0	1	0	0	0	0	0	0	0	1	5	3	5
08p1xcvw0b	3	1	0	0	0	1	0	0	0	0	0	0	1	3	3	3
08rdvrrnhk	85	27	4	0	1	0	0	0	0	0	6	0	2	23	7	16
08rgwi46ue	84	27	6	0	0	1	0	0	0	0	8	0	1	14	6	12
08sqp5ejy4	136	43	3	6	2	0	1	2	1	1	15	2	1	20	8	19
08tr7tr2hh	42	15	3	6	1	0	1	2	1	1	3	2	1	17	8	19
08uokhwffc	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
08y5d5wz49	158	52	5	0	0	0	0	0	0	0	20	0	2	17	7	16
08yyg4l5sl	69	16	0	0	1	0	0	0	0	0	0	0	1	10	6	10
091z4bawli	17	11	1	0	1	2	0	0	0	0	0	0	1	8	5	7
096aom6s15	23	6	1	0	0	0	0	0	0	0	0	0	2	9	6	10
096bjbpcdg	70	41	3	0	3	0	0	0	0	0	0	0	1	9	1	1
099wvaf71q	18	7	1	5	2	0	1	2	1	0	0	2	1	10	7	11
09azvi918x	20	5	0	0	0	3	0	0	0	0	1	0	1	10	5	8
09bjjlx5qt	97	25	2	0	0	1	0	0	0	0	7	0	1	11	6	10
09bm5zmphq	6	2	1	0	1	0	0	0	0	0	0	0	2	5	3	5
09bxav8f45	241	59	5	0	1	0	0	0	0	0	0	0	1	17	6	15
09c9kstc0a	64	15	0	0	1	1	0	0	0	0	4	0	1	13	6	12
09dileotip	40	10	3	5	0	0	1	0	1	1	6	0	1	10	7	12
09er2lx5hh	41	12	0	0	5	0	1	0	1	0	0	0	1	16	8	14
09g5sjhfsd	112	34	6	0	2	0	0	0	0	0	15	0	1	21	7	20
09ilacd8by	37	21	2	0	1	0	0	0	0	0	0	0	2	5	5	6
09jbycr5lc	224	77	10	0	2	1	0	0	0	0	18	0	2	15	6	13
09l7ex84nb	115	53	6	0	6	0	0	0	0	0	6	0	2	31	7	23
09nwbzsux7	138	40	12	5	2	0	1	2	1	0	13	2	3	16	8	15
09pnv8dre1	30	9	1	0	0	2	0	0	0	0	1	0	1	15	7	11
09pokk7phn	67	25	1	0	1	0	0	0	0	0	0	0	1	8	5	8
09q4r019eb	18	6	2	0	0	0	0	0	0	0	2	0	1	11	7	10
09qzejuuvx	36	19	7	5	2	0	1	0	1	1	0	0	2	18	7	16
09r8hd0zvh	97	40	6	0	1	2	0	0	0	0	11	0	1	27	7	24
09sh4m0k4m	3	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2
09sudf0xjl	117	41	12	0	1	1	0	1	0	0	17	1	1	22	7	20
09tb5je6zj	60	31	8	6	6	0	1	1	1	1	4	1	1	21	8	20
09tkx2701k	44	9	2	0	1	0	0	0	0	0	0	0	1	12	6	13
09v7rshxpn	172	105	25	0	3	1	0	0	0	0	4	0	1	31	7	27
09vhximc07	139	33	3	0	2	0	0	0	0	0	2	0	1	29	7	20
09vnrzdphb	62	22	2	5	2	0	1	0	1	1	3	0	1	14	8	16
09wb3oxz69	49	14	0	0	0	0	0	0	0	0	0	0	1	11	6	11
09y999je3f	8	1	1	0	1	0	0	0	0	0	0	0	1	7	4	7
0a0j3po7bk	21	7	2	0	1	0	0	0	0	0	1	0	1	13	5	15
0a1xe1al1m	385	135	8	0	0	1	0	0	0	0	53	0	2	22	6	16
0a3kpnrtb6	284	77	12	0	2	0	0	0	0	0	27	0	2	21	6	16
0a4873jnr6	6	2	0	0	0	0	0	0	0	0	0	0	1	4	3	4
0a66c5r0x0	6	1	0	0	1	0	0	0	0	0	0	0	1	5	4	6
0a6i62y3sp	13	4	1	0	1	0	0	0	0	0	1	0	1	10	5	8
0a6rqdqlei	15	5	1	0	1	1	0	0	0	0	1	0	1	10	6	8
0a7uqvxdxo	10	4	0	0	1	0	0	1	0	0	0	1	1	8	5	9
0a95k4q63c	7	4	1	0	0	0	0	0	0	0	0	0	1	7	5	6
0a9y1n7ipe	89	27	4	0	1	0	0	0	0	0	9	0	2	20	7	18
0ac52r8gze	60	16	7	2	0	1	1	0	1	0	4	0	1	13	7	12
0ac5xe0arb	220	101	23	0	3	0	2	0	2	0	0	0	1	22	7	18
0adx60huiv	11	5	2	0	0	2	0	0	0	0	0	0	1	5	3	6
0ae948dc5j	4	0	0	0	1	0	0	0	0	0	0	0	1	4	3	4
0aej9honhy	15	5	1	0	0	0	0	0	0	0	1	0	1	7	5	7
0agruucham	58	23	2	0	1	0	0	0	0	0	0	0	1	15	6	14
0akkxhpltf	25	16	1	0	2	1	0	1	0	0	0	1	1	17	6	12
0alc81d1kb	16	10	4	1	4	0	1	0	1	0	0	0	2	13	6	8
0anw0zcb7u	26	5	0	0	1	0	0	0	0	0	3	0	1	8	5	7
0aois9nkns	2	0	0	0	1	0	0	0	0	0	0	0	1	2	2	2
0aowy87xzj	75	33	2	0	1	1	0	0	0	0	0	0	2	20	6	19
0apa8l0yym	25	9	1	0	0	2	0	0	0	0	2	0	2	10	5	10
0ar7twocbx	53	17	1	0	2	0	0	0	0	0	2	0	1	16	6	16
0attj13brz	2	0	0	0	1	0	0	0	0	0	0	0	1	2	2	2
0autyvi821	35	18	3	6	1	1	1	2	1	1	0	2	2	14	6	11
0ax4ca9o5i	77	9	0	0	1	0	0	0	0	0	0	0	1	11	7	10
0ax5em1gg2	148	52	8	0	2	0	0	0	0	0	12	0	2	25	7	21
0ayyqj33zk	7	2	1	0	1	0	0	0	0	0	0	0	1	6	4	6
0aziwijlmj	21	7	2	0	1	0	0	0	0	0	0	0	1	7	5	6
0b1g2qi64s	34	12	2	0	0	1	0	0	0	0	7	0	1	13	7	12
0b5grwag3e	94	29	2	0	10	0	0	0	0	0	0	0	1	14	6	11
0b91ebxewr	301	128	3	0	0	2	0	0	0	0	8	0	1	17	6	11
0bacn6b9m7	11	4	1	0	0	0	0	0	0	0	1	0	1	9	6	10
0baxcanxfn	62	26	5	0	3	2	0	0	0	0	2	0	2	27	7	24
0bcpw1lv2d	94	38	8	6	2	0	1	1	1	1	9	1	1	15	8	17
0bde9oq7qe	5	2	1	0	1	0	0	0	0	0	0	0	1	5	4	5
0bdkqubjj8	191	48	3	0	0	0	0	0	0	0	14	0	1	17	7	12
0bgb5w6wfa	66	15	4	0	1	0	0	0	0	0	0	0	2	17	6	14
0bgi1ys0cs	64	36	6	0	1	1	0	2	1	0	1	2	1	24	8	17
0bgsf5f3cz	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
0bj8h1ocpr	192	90	17	0	2	0	0	0	0	0	24	0	1	28	7	21
0bjnkk4sem	61	35	5	0	0	0	0	0	0	0	4	0	2	13	7	12
0bk6g3bfmg	80	29	2	0	0	6	0	3	0	0	0	3	2	18	6	15
0bkgvkd00f	64	22	2	6	0	1	1	2	1	1	0	2	2	18	8	17
0bl32dbwpe	35	10	3	0	2	0	0	0	0	0	0	0	1	12	7	13
0bmse9ejvl	262	61	6	0	1	0	0	0	0	0	8	0	2	16	6	12
0bncm0oi9v	120	51	12	0	1	0	0	0	0	0	12	0	1	12	6	10
0boopfnzvg	13	3	0	0	1	0	0	0	0	0	0	0	1	7	5	6
